CASEID_1979,CPUBID1,CPUBID2,CPUBID3,CPUBID4,CPUBID5,CPUBID6
11878,37169,44239,64966,NA,NA,NA
11879,12118,17438,NA,NA,NA,NA
11882,17799,NA,NA,NA,NA,NA
11885,62935,NA,NA,NA,NA,NA
11886,68171,22203,NA,NA,NA,NA
11891,87922,52717,NA,NA,NA,NA
11894,95343,39179,74950,NA,NA,NA
11898,58670,NA,NA,NA,NA,NA
11899,85582,23868,NA,NA,NA,NA
11901,62320,NA,NA,NA,NA,NA
11902,15788,72043,NA,NA,NA,NA
11903,90082,NA,NA,NA,NA,NA
11905,82148,62162,NA,NA,NA,NA
11906,50253,47926,90402,NA,NA,NA
11909,75390,NA,NA,NA,NA,NA
11910,92234,27210,NA,NA,NA,NA
11912,79727,22786,NA,NA,NA,NA
11915,88384,15306,78993,NA,NA,NA
11916,95386,38753,10665,NA,NA,NA
11918,32732,66564,76368,NA,NA,NA
11919,47689,25407,NA,NA,NA,NA
11922,92725,NA,NA,NA,NA,NA
11923,26880,49871,98284,18250,NA,NA
11927,44066,NA,NA,NA,NA,NA
11929,68842,NA,NA,NA,NA,NA
11930,84110,33375,NA,NA,NA,NA
11932,14640,63874,NA,NA,NA,NA
11933,14487,NA,NA,NA,NA,NA
11935,68391,85387,NA,NA,NA,NA
11940,47768,15403,NA,NA,NA,NA
11943,96221,NA,NA,NA,NA,NA
11944,76795,48122,47023,NA,NA,NA
11948,69315,NA,NA,NA,NA,NA
11949,40686,NA,NA,NA,NA,NA
11950,68047,87713,NA,NA,NA,NA
11951,42208,84570,18043,NA,NA,NA
11955,42710,21408,NA,NA,NA,NA
11958,46237,20119,NA,NA,NA,NA
11959,83797,32029,NA,NA,NA,NA
11962,24892,73897,NA,NA,NA,NA
11967,58489,NA,NA,NA,NA,NA
11968,18333,54499,40809,NA,NA,NA
11970,21586,15783,NA,NA,NA,NA
11975,16716,NA,NA,NA,NA,NA
11979,66586,38844,93190,85060,15407,98990
11980,40861,66148,NA,NA,NA,NA
11981,63910,93140,NA,NA,NA,NA
11986,42301,NA,NA,NA,NA,NA
11987,55756,90413,NA,NA,NA,NA
11988,54014,97767,NA,NA,NA,NA
11989,97510,71538,NA,NA,NA,NA
11993,49185,27864,43164,NA,NA,NA
11995,21480,21068,54927,NA,NA,NA
11996,91391,NA,NA,NA,NA,NA
11999,17943,75755,NA,NA,NA,NA
12000,23870,NA,NA,NA,NA,NA
12001,54227,36487,NA,NA,NA,NA
12003,98384,52814,NA,NA,NA,NA
12004,35755,37891,NA,NA,NA,NA
12005,78720,NA,NA,NA,NA,NA
12015,26172,14907,NA,NA,NA,NA
12017,84036,38482,NA,NA,NA,NA
12018,31286,42859,NA,NA,NA,NA
12022,57662,64737,NA,NA,NA,NA
12024,84849,89294,32064,NA,NA,NA
12025,54384,26263,27251,NA,NA,NA
12027,73607,65906,NA,NA,NA,NA
12028,89430,30434,NA,NA,NA,NA
12029,74642,42720,NA,NA,NA,NA
12030,55818,NA,NA,NA,NA,NA
12032,82646,74430,NA,NA,NA,NA
12035,36107,33303,NA,NA,NA,NA
12036,55348,NA,NA,NA,NA,NA
12037,19496,NA,NA,NA,NA,NA
12038,37359,10538,NA,NA,NA,NA
12042,37924,28217,NA,NA,NA,NA
12046,35824,66708,NA,NA,NA,NA
12048,89693,57724,NA,NA,NA,NA
12051,76129,42266,NA,NA,NA,NA
12052,90154,41084,NA,NA,NA,NA
12054,33672,78710,NA,NA,NA,NA
12057,53750,99711,72908,NA,NA,NA
12058,56637,26821,NA,NA,NA,NA
12061,91144,97745,62540,NA,NA,NA
12062,78814,88741,48092,NA,NA,NA
12063,40471,90072,59865,NA,NA,NA
12066,14070,43745,93803,NA,NA,NA
12070,87839,NA,NA,NA,NA,NA
12076,84055,62268,NA,NA,NA,NA
12078,11086,74268,85794,NA,NA,NA
12083,81957,89045,12450,NA,NA,NA
12085,11431,92650,NA,NA,NA,NA
12086,77445,NA,NA,NA,NA,NA
12087,76199,58271,NA,NA,NA,NA
12092,42151,54635,NA,NA,NA,NA
12097,51613,23231,60405,NA,NA,NA
12099,72007,NA,NA,NA,NA,NA
12104,39777,79311,NA,NA,NA,NA
12108,20016,88745,NA,NA,NA,NA
12113,86309,83316,30268,18608,NA,NA
12115,23810,27466,41805,36658,NA,NA
12117,35634,21493,90981,NA,NA,NA
12118,19020,NA,NA,NA,NA,NA
12120,28720,89844,81942,NA,NA,NA
12121,76388,35499,21259,26470,NA,NA
12123,32153,90600,57927,NA,NA,NA
12128,20631,NA,NA,NA,NA,NA
12130,45806,78286,NA,NA,NA,NA
12135,69657,84955,NA,NA,NA,NA
12137,27870,75731,79466,56018,NA,NA
12138,15007,42240,NA,NA,NA,NA
12140,90341,99408,NA,NA,NA,NA
12142,12001,NA,NA,NA,NA,NA
12146,51197,13168,25439,NA,NA,NA
12147,78055,NA,NA,NA,NA,NA
12148,59797,22418,NA,NA,NA,NA
12149,52278,NA,NA,NA,NA,NA
12150,21251,12725,95816,NA,NA,NA
12153,45786,NA,NA,NA,NA,NA
12155,94205,NA,NA,NA,NA,NA
12162,21496,12561,NA,NA,NA,NA
12164,39067,NA,NA,NA,NA,NA
12167,92043,NA,NA,NA,NA,NA
12168,23109,64880,NA,NA,NA,NA
12169,95672,64719,NA,NA,NA,NA
12172,33395,34934,69479,70656,34965,NA
12176,27040,13378,60601,73929,NA,NA
12177,99723,60279,38470,21491,90745,20452
12181,36628,69642,75348,NA,NA,NA
12185,21763,NA,NA,NA,NA,NA
12188,73514,29397,NA,NA,NA,NA
12191,13770,77649,31438,42363,58541,40162
12193,52971,64107,NA,NA,NA,NA
12194,22211,23937,10260,18967,NA,NA
12195,91827,NA,NA,NA,NA,NA
12201,14796,91986,26353,NA,NA,NA
12207,99123,93002,NA,NA,NA,NA
12208,14733,NA,NA,NA,NA,NA
12210,16032,13138,69775,NA,NA,NA
12211,97385,NA,NA,NA,NA,NA
12214,62564,20554,NA,NA,NA,NA
12215,54023,16025,NA,NA,NA,NA
12216,21519,78771,NA,NA,NA,NA
12217,64617,52578,NA,NA,NA,NA
12222,53840,80911,82492,29817,NA,NA
12228,42726,98322,49780,NA,NA,NA
12231,75621,44517,NA,NA,NA,NA
12233,15910,52310,NA,NA,NA,NA
12238,88014,51192,42308,NA,NA,NA
12239,87008,NA,NA,NA,NA,NA
12240,68473,NA,NA,NA,NA,NA
12241,48893,NA,NA,NA,NA,NA
12242,58196,24597,87604,NA,NA,NA
12247,17107,NA,NA,NA,NA,NA
12248,38822,NA,NA,NA,NA,NA
12249,46804,NA,NA,NA,NA,NA
12251,62541,44502,NA,NA,NA,NA
12254,53608,73432,NA,NA,NA,NA
12258,24534,NA,NA,NA,NA,NA
12263,27453,NA,NA,NA,NA,NA
12265,77603,62239,NA,NA,NA,NA
12267,41436,NA,NA,NA,NA,NA
12268,68890,NA,NA,NA,NA,NA
12269,97254,NA,NA,NA,NA,NA
12272,97774,NA,NA,NA,NA,NA
12278,32878,NA,NA,NA,NA,NA
12281,25922,13198,42223,27661,NA,NA
12282,38416,93921,30052,NA,NA,NA
12284,89673,51702,NA,NA,NA,NA
12285,70599,NA,NA,NA,NA,NA
12286,37542,38812,13528,NA,NA,NA
12291,34239,NA,NA,NA,NA,NA
12292,88080,37494,NA,NA,NA,NA
12293,52723,94643,13525,44780,NA,NA
12294,64131,17147,42771,NA,NA,NA
12303,45092,81427,NA,NA,NA,NA
12304,30719,47155,25007,64940,NA,NA
12306,35451,NA,NA,NA,NA,NA
12307,45831,95995,33692,NA,NA,NA
12309,67446,NA,NA,NA,NA,NA
12319,77080,12674,NA,NA,NA,NA
12320,69533,NA,NA,NA,NA,NA
12322,82871,67337,NA,NA,NA,NA
12329,64378,NA,NA,NA,NA,NA
12330,16562,84411,11424,NA,NA,NA
12332,63293,NA,NA,NA,NA,NA
12336,74480,67691,NA,NA,NA,NA
12337,73029,NA,NA,NA,NA,NA
12339,22157,NA,NA,NA,NA,NA
12347,80180,73493,NA,NA,NA,NA
12349,32123,54597,NA,NA,NA,NA
12352,46627,40775,NA,NA,NA,NA
12356,64172,NA,NA,NA,NA,NA
12357,61835,NA,NA,NA,NA,NA
12359,75017,45017,NA,NA,NA,NA
12362,64086,82324,64683,NA,NA,NA
12363,56655,63794,NA,NA,NA,NA
12366,26087,24466,NA,NA,NA,NA
12368,75761,61197,NA,NA,NA,NA
12370,96170,89691,53453,NA,NA,NA
12379,30946,78669,NA,NA,NA,NA
12381,34890,44916,71580,NA,NA,NA
12383,55331,NA,NA,NA,NA,NA
12384,49923,79093,NA,NA,NA,NA
12389,95306,NA,NA,NA,NA,NA
12391,99639,NA,NA,NA,NA,NA
12392,77583,NA,NA,NA,NA,NA
12395,57442,NA,NA,NA,NA,NA
12402,24928,NA,NA,NA,NA,NA
12408,39377,53621,NA,NA,NA,NA
12409,81049,26617,NA,NA,NA,NA
12417,43963,28952,NA,NA,NA,NA
12419,37167,49996,57553,92629,NA,NA
12421,25214,18630,NA,NA,NA,NA
12424,57025,NA,NA,NA,NA,NA
12429,26905,NA,NA,NA,NA,NA
12434,96304,71981,NA,NA,NA,NA
12439,77962,72897,NA,NA,NA,NA
12442,76553,21119,95841,NA,NA,NA
12447,39030,64205,78105,NA,NA,NA
12449,41887,30255,88860,48361,87936,NA
12453,43403,69068,NA,NA,NA,NA
12457,77893,94897,79969,NA,NA,NA
12459,58144,NA,NA,NA,NA,NA
12462,72865,NA,NA,NA,NA,NA
12464,47829,91017,NA,NA,NA,NA
12468,35298,34681,84247,NA,NA,NA
12472,44054,NA,NA,NA,NA,NA
12475,35990,NA,NA,NA,NA,NA
12476,17164,48655,NA,NA,NA,NA
12478,29271,51647,NA,NA,NA,NA
12479,42816,91441,NA,NA,NA,NA
12480,65713,NA,NA,NA,NA,NA
12483,33760,94431,30023,NA,NA,NA
12486,91480,89401,NA,NA,NA,NA
12490,75801,71567,18969,NA,NA,NA
12492,36276,20574,NA,NA,NA,NA
12494,14107,NA,NA,NA,NA,NA
12495,13346,85038,NA,NA,NA,NA
12497,48041,NA,NA,NA,NA,NA
12499,64311,27464,NA,NA,NA,NA
12501,35866,NA,NA,NA,NA,NA
12502,30717,82437,NA,NA,NA,NA
12503,95034,75931,NA,NA,NA,NA
12504,65589,37791,NA,NA,NA,NA
12505,52752,83438,NA,NA,NA,NA
12506,71042,28790,NA,NA,NA,NA
12507,18600,NA,NA,NA,NA,NA
12509,10874,NA,NA,NA,NA,NA
12511,90275,16399,NA,NA,NA,NA
12512,43118,NA,NA,NA,NA,NA
12513,34575,NA,NA,NA,NA,NA
12515,93950,19767,NA,NA,NA,NA
12516,10062,50529,33976,NA,NA,NA
12518,61919,NA,NA,NA,NA,NA
12523,61440,NA,NA,NA,NA,NA
12527,57092,NA,NA,NA,NA,NA
12529,26396,NA,NA,NA,NA,NA
12530,20325,19169,NA,NA,NA,NA
12532,38023,93438,NA,NA,NA,NA
12536,98508,22457,66653,NA,NA,NA
12540,29583,65026,NA,NA,NA,NA
12542,13180,91136,45228,NA,NA,NA
12544,25743,NA,NA,NA,NA,NA
12554,24401,72231,28038,53990,NA,NA
12555,71918,NA,NA,NA,NA,NA
12556,50794,44543,93617,NA,NA,NA
12558,70307,NA,NA,NA,NA,NA
12560,12322,NA,NA,NA,NA,NA
12566,54036,14135,74319,42242,NA,NA
12567,78918,56554,NA,NA,NA,NA
12569,22991,98429,36259,NA,NA,NA
12570,87276,NA,NA,NA,NA,NA
12571,78084,NA,NA,NA,NA,NA
12572,55274,66234,NA,NA,NA,NA
12574,87512,49291,67200,NA,NA,NA
12575,23821,17376,NA,NA,NA,NA
12583,52244,NA,NA,NA,NA,NA
12593,15308,NA,NA,NA,NA,NA
12601,61438,NA,NA,NA,NA,NA
12608,41890,NA,NA,NA,NA,NA
12611,12833,NA,NA,NA,NA,NA
12616,56709,NA,NA,NA,NA,NA
12619,58502,NA,NA,NA,NA,NA
12622,37786,99075,NA,NA,NA,NA
12623,46046,52489,NA,NA,NA,NA
12627,64005,33324,NA,NA,NA,NA
12645,64964,NA,NA,NA,NA,NA
12664,39841,NA,NA,NA,NA,NA
12665,43750,NA,NA,NA,NA,NA
12666,28111,58484,85942,NA,NA,NA
12667,74256,36749,81542,NA,NA,NA
12670,14119,NA,NA,NA,NA,NA
12671,55976,56371,NA,NA,NA,NA
12672,32035,31990,NA,NA,NA,NA
12673,13993,37755,NA,NA,NA,NA
12675,86990,NA,NA,NA,NA,NA
