CPUBID,CSEX,CMOB,CYRB
74564,2,9,1975
31339,1,7,1979
38155,2,5,1985
12219,1,8,1984
68712,1,1,1989
24604,2,6,1987
33618,2,3,1986
87886,1,3,1986
52133,2,5,1972
56462,2,4,1977
81721,1,8,1979
62860,2,1,1982
71257,2,8,1985
23510,1,3,1993
49422,1,1,1989
65032,1,7,1975
68702,2,7,1979
27381,1,7,1992
15550,2,9,1977
73135,1,6,1982
73625,2,9,1983
22984,2,12,1979
70790,2,3,1987
36098,2,1,1977
54230,1,2,1983
32788,1,9,1979
87088,2,1,1981
12159,1,3,1977
66440,1,11,1980
78247,1,8,1985
57757,2,5,1983
16672,1,7,1984
23309,2,4,1989
80360,2,6,1983
37126,2,12,1984
91912,1,12,1986
47748,1,5,1988
65615,1,1,1983
11630,1,10,1976
19281,2,5,1985
65900,2,1,1983
57230,2,3,1984
48110,1,5,1985
77780,1,12,1982
51528,2,4,1984
38124,2,1,1981
85499,2,5,1984
15743,2,4,1976
44645,2,11,1981
54550,2,6,1983
85209,1,8,1989
96932,2,4,1975
85917,2,3,1978
57598,2,12,1984
68888,2,1,1976
91183,1,8,1980
83037,1,9,1978
11274,2,5,1980
20486,1,3,1983
43040,1,5,1987
20992,1,3,1989
58842,1,9,1979
75352,1,4,1989
17280,2,9,1990
67670,2,9,1974
50297,2,10,1975
23965,1,6,1984
55423,2,3,1986
41555,2,3,1986
25106,1,9,1987
15690,2,3,1978
65653,2,2,1987
42945,2,8,1996
64406,1,11,1986
95183,2,7,1988
29951,1,11,1996
69992,1,4,1981
89520,2,12,1986
50147,2,2,1989
99259,1,7,1976
88707,2,6,1980
64556,1,12,1989
99766,2,4,1981
80795,2,8,1988
28412,2,6,1992
61741,2,6,1976
47252,2,9,1978
24871,1,8,1986
87290,2,11,1992
44465,1,5,1976
76736,2,12,1980
12120,2,3,1987
30291,2,11,1989
70318,2,1,1985
64124,2,9,1996
55021,2,11,1999
82012,1,11,1986
60173,1,6,1991
61824,2,2,1996
43121,1,11,1975
32219,2,1,1982
43877,1,9,1989
43565,1,1,1992
33460,2,8,1993
93225,2,8,1985
64771,2,5,1988
94352,2,8,1984
26039,1,9,1987
58882,2,7,1978
10821,1,3,1987
14902,2,7,1992
10319,1,11,1981
14416,2,6,1986
15487,2,2,1996
20795,2,8,1976
85003,1,4,1982
42802,2,2,1978
67936,1,6,1995
15597,2,1,1984
91181,2,5,1992
10005,NA,NA,NA
59097,NA,NA,NA
30181,NA,NA,NA
66830,2,5,1984
17502,1,11,1991
34873,1,7,1978
70930,2,10,1985
96771,1,6,1987
44328,2,10,1983
87257,1,2,1992
91765,2,11,1979
30396,1,5,1981
90290,1,7,1983
25164,2,8,1985
39992,2,12,1986
25805,1,11,1987
20279,2,8,1978
89408,2,12,1986
81945,2,12,1988
78294,1,12,1982
66429,2,6,1986
28480,2,2,1989
88138,1,10,1978
73340,NA,NA,NA
64762,NA,NA,NA
17767,1,1,1972
12601,2,3,1973
11024,2,3,1975
29503,1,6,1977
67338,2,11,1979
31264,1,9,1986
10677,2,9,1991
61763,2,10,1993
77862,2,7,1975
38875,2,2,1980
99042,2,9,1996
92221,1,3,1992
53935,2,3,1995
74063,2,9,1982
26919,2,2,1978
46897,1,11,1980
98811,1,12,1981
94451,2,9,1980
18260,1,6,1982
43916,1,8,1983
48013,2,11,1988
30876,2,11,1981
13040,1,5,1990
91886,1,3,1992
26144,2,3,1997
23449,2,8,1978
29949,1,5,1984
19486,2,1,1983
12946,2,4,1984
73245,2,3,1981
22768,2,3,1979
18611,2,1,1981
38871,1,8,1982
16690,2,1,1987
59747,1,6,1989
48600,1,10,1979
30068,1,10,1980
47512,1,8,1985
45955,1,11,1987
88137,1,12,1979
66515,2,2,1986
29495,1,10,1987
49026,2,4,1980
28833,1,11,1981
40955,1,6,1989
81248,1,8,1990
64550,2,7,1984
69302,1,9,1988
29920,1,1,1980
86604,1,9,1992
69581,1,1,1995
82202,2,4,1979
63183,1,4,1982
70091,2,6,1985
80375,2,9,1974
41107,1,1,1977
72331,1,9,1979
53779,2,4,1982
39075,1,3,1989
12041,1,7,1984
42595,2,8,1986
85936,1,9,1979
86193,1,5,1987
18220,1,1,1981
64661,2,11,1983
51174,1,9,1985
43232,1,10,1981
99587,1,5,1983
80165,1,1,1985
10271,2,8,1986
52447,2,1,1979
68009,1,9,1983
43673,1,9,1977
85230,2,2,1979
40763,2,10,1980
71913,1,3,1983
81888,1,2,1984
97484,1,8,1990
42989,2,6,1984
93096,1,5,1987
35517,2,7,1973
81108,1,2,1983
77101,2,9,1980
65497,2,6,1982
27347,1,1,1985
41126,1,9,1986
95846,1,7,1985
83261,2,6,1983
75386,1,9,1988
94217,1,10,1987
97478,1,4,1989
10336,1,5,1980
63563,2,7,1983
36694,1,3,1988
35075,2,8,1990
95451,1,1,1985
12090,2,11,1987
12990,2,4,1977
76916,1,10,1978
24989,1,3,1981
30348,2,5,1978
21210,1,8,1984
68257,2,9,1988
42818,1,11,1979
95996,2,1,1979
39853,2,8,1982
38951,1,12,1975
48911,2,12,1979
10299,2,7,1976
33389,1,7,1981
27239,2,4,1976
99462,1,8,1980
80202,1,8,1983
91268,2,7,1989
27562,1,1,1976
46239,2,11,1976
73328,2,2,1984
96045,2,4,1986
62978,2,6,1980
53128,2,8,1982
61394,2,1,1988
42352,1,1,1982
90058,2,2,1987
96290,2,4,1988
59371,1,3,1978
66729,2,5,1981
27270,1,10,1989
26214,2,12,1993
51688,1,2,1977
15174,1,8,1982
20282,2,8,1984
79819,1,7,1981
46316,2,9,1982
15622,1,3,1988
27809,2,2,1990
41957,2,8,1974
79925,1,3,1978
20229,2,6,1978
35799,1,4,1982
32245,1,4,1983
51019,1,12,1978
56785,1,7,1982
38502,2,11,1984
16372,2,1,1996
34910,2,8,1997
19595,2,3,1980
32389,2,6,1982
38906,2,7,1981
57620,1,12,1983
30126,2,11,1984
74650,1,12,1986
83877,2,4,1984
49244,1,7,1988
53060,1,12,1984
64659,2,12,1987
97023,1,10,1982
39948,1,6,1984
43980,1,9,1986
59455,1,5,1988
97368,1,8,1984
33944,1,10,1986
89449,2,10,1988
87771,2,5,1986
48016,1,4,1987
19604,2,3,1977
24669,1,8,1978
35121,2,4,1980
73680,2,4,1982
23618,2,7,1980
56010,2,4,1984
65183,1,1,1988
55205,2,9,1978
94147,2,12,1980
72760,1,8,1984
93502,2,9,1979
15219,1,12,1984
24270,1,1,1986
50615,1,5,1978
91752,1,8,1989
73967,2,12,1992
41920,1,8,1978
96834,2,8,1988
96010,1,10,1989
40677,1,3,1986
69670,2,2,1989
57892,1,4,1986
84982,2,9,1994
64930,2,8,1984
55808,1,11,1986
11186,2,4,1981
85306,1,7,1983
38666,1,12,1984
17463,1,1,1979
71501,1,4,1982
73959,1,4,1982
80380,2,11,1986
49397,1,7,1979
44776,1,2,1983
73999,1,5,1986
41948,2,8,1990
73214,2,6,1997
21047,1,1,1999
93498,1,8,1981
55652,1,3,1983
95492,1,6,1991
24379,1,3,1994
75842,2,11,1984
96503,2,6,1992
41098,1,9,1979
86139,2,11,1981
19271,2,9,1989
13241,1,8,1982
32824,2,4,1988
67802,NA,NA,NA
30953,NA,NA,NA
26908,2,2,1982
30139,2,3,1989
31082,2,10,1987
72543,2,4,1987
11840,2,5,1989
69021,1,2,1993
58811,2,6,1994
97168,1,8,1996
83501,1,10,1992
86858,1,8,2009
51337,2,8,2009
92344,2,1,1983
91146,2,7,1991
63403,1,6,1999
67218,1,9,1981
38610,2,5,1983
51966,2,6,1985
25589,2,12,1992
23977,2,5,1998
87666,2,12,1981
76991,1,7,1986
19567,1,7,1985
95731,2,10,1975
33235,2,1,1991
25133,2,4,1984
38014,1,11,1991
29723,1,2,1999
52682,1,1,1983
63841,1,12,1984
30797,1,1,2000
43538,2,9,1979
70069,1,3,1981
54135,1,9,1985
56823,1,2,1985
83809,1,5,1989
15196,2,7,2002
84025,1,3,1981
45602,1,9,1984
30391,1,11,1980
54446,1,2,1983
68363,2,10,1981
86624,2,2,1985
98892,1,6,1989
86425,1,1,1984
34853,1,11,1989
35138,2,3,1990
50222,1,12,1991
89090,2,11,1996
78706,2,8,1987
28308,1,8,1991
26655,1,5,1994
83069,2,12,1997
18641,2,6,1999
61947,2,6,2001
71473,1,8,1988
52571,1,10,1990
80039,1,1,1997
57607,2,2,1983
43192,1,7,1986
66080,2,5,1981
10130,1,12,1984
23517,1,1,1991
42043,1,7,1992
21999,2,9,1993
12365,1,4,1980
84357,2,6,1984
30482,2,12,1992
86111,2,9,1987
61072,1,5,1991
28604,2,10,1983
15826,1,9,1984
78018,2,7,1988
96817,1,8,1978
39178,2,4,1984
19584,1,10,1975
36691,2,3,1979
65979,2,7,1977
68827,2,7,1978
63009,1,7,1973
88257,2,3,1981
54836,1,10,1978
58750,1,4,1985
64153,1,10,1997
34981,2,3,1991
62684,1,5,1994
91141,1,3,1976
10079,2,1,1981
58145,2,12,1979
42634,2,6,1981
69256,2,12,1983
58455,2,12,1983
81886,2,3,1986
96867,1,9,1989
26446,1,5,1987
46181,2,8,1989
24539,2,7,1991
73891,1,3,1993
80480,1,12,2001
60178,2,1,1984
96599,1,11,1980
52349,1,4,1991
43562,1,7,2000
10442,1,11,2004
16596,2,6,1976
19070,1,7,1977
38143,1,4,1998
34021,2,10,2002
27823,1,2,1990
66344,2,1,1983
95324,1,8,1985
23125,2,9,1982
37953,1,12,1987
80212,2,4,1990
75106,1,6,1982
82944,1,8,1983
21902,2,1,1985
55233,1,12,1981
96945,1,4,1983
89243,1,2,1983
19617,1,1,1985
58990,1,3,1989
22469,1,1,1975
56629,2,3,1983
98148,1,6,1983
73103,1,4,1985
74785,2,8,1991
39771,1,8,1995
14906,2,9,1984
72889,2,11,1980
49921,1,6,1990
92928,1,7,1980
60944,2,8,1983
58960,1,2,1985
63157,2,9,1995
75733,1,11,1982
92617,1,10,1989
23047,1,3,1980
79811,1,8,1986
22897,1,3,1989
16118,2,7,1982
52313,1,6,1985
43814,1,12,1989
69394,2,5,1978
87473,2,10,1995
88086,1,11,1983
56571,1,2,1985
58568,2,4,1991
84527,1,7,1984
86620,2,9,1985
46866,1,7,1988
14732,1,7,1979
85006,2,2,1981
19797,2,2,1992
47094,1,9,1978
83201,2,11,1974
52523,2,7,1979
10799,2,9,1980
56096,1,1,1983
66434,1,5,1985
33699,2,4,1987
66689,1,4,1977
91241,2,10,1979
20592,1,4,1992
76213,2,5,1980
71630,2,7,1984
49005,2,7,1987
71244,1,10,1991
63675,2,12,1993
94837,2,8,1971
53210,2,4,1973
21875,2,12,1974
79309,2,1,1976
35268,1,8,1977
27850,1,8,1975
94638,2,5,1979
39566,2,10,1978
17483,2,9,1981
99505,2,8,1984
69989,1,9,1985
57652,2,5,1980
70827,1,8,1986
77628,1,11,1985
47377,2,6,1987
61863,2,11,1995
75502,2,10,1986
62392,2,9,1988
84239,2,3,1994
10696,2,7,1977
31284,1,4,1981
55594,2,7,1983
16096,2,7,1975
90830,1,6,1977
42423,1,3,1981
76054,1,1,1983
42761,1,3,1985
27884,1,7,1987
39411,2,8,1983
51803,1,10,1986
50583,2,12,1976
41895,1,12,1981
49058,2,2,1990
34771,2,7,1981
94864,2,12,1982
45002,2,3,1986
99215,2,2,1985
17176,1,1,1988
19571,1,12,1991
66394,1,10,1979
91679,2,1,1981
16276,2,9,1997
60935,2,12,1998
96805,1,3,1981
69613,2,1,1983
79857,2,8,1984
56916,2,9,1979
49696,1,6,1982
16310,1,10,1985
14656,2,1,1990
82186,2,1,1994
93633,2,4,1977
99149,2,4,1981
39126,2,10,1982
32647,2,9,1981
20428,2,8,1985
91576,1,11,1989
97846,2,10,1979
98698,1,7,1984
83588,2,8,1991
16777,1,3,1985
83534,2,4,1989
20110,2,6,1982
41517,1,1,1985
24930,2,2,1986
52545,2,9,1983
60434,1,11,1979
38647,2,3,1982
21785,1,10,1979
79565,1,11,1981
11583,1,8,1989
30746,2,12,1982
50107,1,11,1989
35288,1,5,1988
51205,1,12,1989
74275,2,9,1987
12240,2,5,1978
51131,2,7,1984
44881,2,1,1986
64557,1,9,1979
70831,1,1,1983
47203,1,8,1986
25226,2,2,1984
80607,1,12,1985
32539,2,12,1987
60960,2,4,1989
11103,2,2,1991
14413,2,1,1980
18125,1,1,1983
69352,2,2,1987
54237,2,2,1989
64055,1,6,1980
50157,1,7,1985
21000,1,10,1980
94378,1,9,1982
16740,1,6,1984
63584,2,6,1984
36457,2,5,1989
23082,2,6,1988
21563,1,6,1977
76301,2,3,1985
85334,1,10,1988
25451,2,3,1977
97679,1,8,1989
58720,1,5,1980
79141,2,5,1981
48589,1,8,1982
24799,1,5,1980
81728,1,11,1982
96185,1,5,1988
32558,2,9,1983
60394,1,9,1984
21208,1,8,1989
77503,1,3,1976
77016,1,4,1979
85552,1,10,1980
80411,1,2,1984
80291,2,6,1986
36265,2,2,1979
45570,2,9,1980
15552,2,7,1984
67194,1,12,1979
37896,2,8,1985
98967,1,8,1985
10174,2,3,1978
76608,2,11,1977
62445,2,2,1989
27693,1,6,1999
32509,2,9,1982
54192,1,11,1998
80371,2,3,2000
41449,2,2,1976
69090,2,12,1977
21940,1,1,1976
20817,1,9,1981
86862,1,10,1984
49927,2,8,1993
86322,1,11,1983
63212,1,1,1985
91829,2,10,1974
12984,2,6,1982
76560,2,5,1983
38252,2,6,1985
85014,2,5,1986
33676,1,11,2000
28147,2,5,1974
31158,2,3,1978
18045,1,12,1991
47031,1,12,1988
42305,2,1,1996
41518,1,5,1987
40526,1,11,1977
49767,1,6,1983
82769,2,6,1987
62418,2,7,1997
93251,1,7,2002
29247,1,12,1986
16669,2,3,1988
57963,1,3,1980
64325,1,9,1982
26071,1,9,1982
87548,2,9,1981
89174,2,1,1987
87813,1,3,1984
74232,2,9,1983
16068,1,8,1987
26796,1,2,1987
84466,1,10,1989
50941,1,6,1988
59137,1,6,1978
55781,1,4,1983
99247,1,2,1986
45297,2,2,1990
35946,1,1,1983
26187,2,8,1989
17271,2,2,1985
85206,2,3,1979
85884,2,9,1982
91416,2,7,1976
51698,1,11,1981
37151,2,3,1984
90879,2,3,1987
42351,1,6,1986
35805,1,10,1997
38493,1,6,1979
62204,1,1,1982
57479,2,9,1984
71537,1,11,1975
65868,2,2,1978
40601,2,9,1978
85064,1,8,1993
37538,1,4,1979
28680,2,9,1980
62852,1,2,1979
10207,1,10,1979
98081,1,1,1981
80457,1,6,1982
99526,2,9,1983
81740,1,8,2002
85445,1,1,1975
85654,1,10,1977
46362,1,8,1984
41526,2,4,1975
51811,1,6,1977
89632,2,10,1983
62734,2,1,1990
25236,1,9,1975
62618,2,2,1979
75968,2,2,1983
58931,1,11,1980
69939,1,6,1982
90171,2,12,1985
24265,1,7,1987
33597,2,12,1978
56638,2,6,1980
88486,1,7,1982
92908,1,8,1981
31288,2,5,1986
60517,1,3,1981
54221,2,3,1983
57254,1,5,1995
49243,2,2,1976
47662,1,9,1977
45903,1,10,1978
49697,2,4,1982
38695,2,6,1986
21284,1,10,1991
74003,2,9,1981
26376,1,5,1990
10670,2,11,1992
15142,2,6,1994
35521,1,4,1980
22540,2,7,1982
38036,1,9,1994
54060,2,10,1995
36115,1,8,1997
18014,1,12,1984
98657,1,9,1993
61162,1,6,1995
89013,2,5,1998
74951,1,8,1999
97104,1,10,2002
83541,1,8,1981
71924,1,4,1992
29957,2,11,2000
55993,2,8,2002
14829,1,9,1981
70619,1,5,1985
35059,1,3,1987
92773,2,3,1989
49671,2,1,1978
68576,2,3,1982
80732,1,8,1989
63541,1,8,1975
74342,2,7,1983
86827,1,4,1989
13583,1,7,1987
12289,2,12,1993
59175,1,12,1989
42376,1,1,1980
99615,1,1,1992
76536,2,6,1986
45705,2,11,1987
29076,2,1,1989
99173,2,7,1985
35033,2,11,1992
29288,2,10,1984
71214,1,12,1985
27603,1,9,1976
21404,1,6,1976
57583,2,1,1982
71870,2,4,1977
44067,1,11,1979
88410,2,8,1988
41922,2,6,1990
80537,1,4,1984
81733,2,11,1986
55668,2,3,1982
51511,1,1,1993
86310,1,7,1994
25562,1,9,1976
12145,1,2,1993
41697,1,2,1995
12687,1,6,1997
92521,2,6,2001
44133,1,12,1982
33129,1,6,1995
13620,1,7,1982
75729,2,9,1991
30643,1,7,1983
57405,2,4,1987
19040,1,8,1978
79383,1,1,1980
61310,2,6,1983
29425,2,9,1984
49718,2,11,1983
16029,1,3,1986
71357,1,3,1988
50180,2,12,1989
16701,2,10,1977
48117,1,1,1983
51510,1,10,1985
14610,2,9,1976
98720,1,11,1978
39168,1,10,1979
74689,2,3,1984
69380,1,1,1998
60959,1,10,1979
71873,2,12,1981
62770,2,12,1985
11543,2,3,1983
80461,2,4,1986
98301,2,11,1988
66110,2,10,1980
54469,1,4,1982
30195,1,6,1986
44155,2,4,1979
56137,2,6,1980
94128,1,2,1982
34439,1,9,1978
86489,1,6,1980
85846,1,7,1975
33215,1,3,1987
52020,1,12,1990
43128,1,6,1978
10572,1,5,1985
16328,1,10,1979
18029,1,8,1978
39925,2,6,1981
52092,2,3,1983
77238,1,12,1976
45369,1,1,1989
19420,2,11,1984
92602,2,7,1986
74152,1,12,1987
88082,1,4,1990
59683,1,7,1998
39058,2,12,1999
82973,1,12,2001
74290,2,4,1989
55414,1,7,1990
76473,2,10,1983
83087,2,7,1988
85404,1,8,1975
97785,1,10,1978
96505,1,10,1980
91519,1,3,1987
57638,2,7,1989
55698,1,7,1988
62402,1,3,1991
25176,1,12,1977
71994,1,12,1981
41793,1,12,1990
33491,2,9,1994
11462,2,1,1982
38689,2,2,1985
78114,2,2,1984
88806,1,3,1987
47367,2,3,1989
87601,2,11,1989
47482,1,10,1989
77054,1,4,1987
14604,2,1,1984
16051,2,9,1985
55354,1,9,1989
18679,2,3,1986
72940,1,1,1988
23430,2,11,1981
20609,1,11,1974
26449,2,9,1976
28136,2,2,1978
10715,1,1,1979
63657,1,6,1980
65353,1,10,1980
39492,2,4,1985
38768,1,3,1981
96058,2,12,1984
83802,1,5,1986
14601,1,6,1986
26666,1,6,1988
57731,2,4,1976
94613,1,3,1978
51796,1,11,1980
70046,2,6,1987
83602,1,7,1990
50869,1,7,1981
73880,1,4,1983
39201,1,1,1985
17379,1,11,1986
53175,1,10,1982
48357,2,9,1987
36330,2,4,1982
40725,2,2,1984
25303,2,5,1985
73883,1,7,1983
20525,1,12,1984
49126,1,4,1988
11580,2,9,1991
49831,1,8,1994
39401,2,7,1987
28193,2,5,1989
76381,2,5,1977
15363,2,5,1979
92998,1,7,1982
45388,1,9,1984
73639,1,9,1989
61236,1,1,1974
25299,1,2,1977
72748,2,2,1982
90478,1,2,1983
61314,2,12,1984
38399,2,12,1986
47519,2,1,1981
91206,1,3,2004
53871,1,2,1984
28532,1,8,1986
14214,2,11,1988
20905,1,5,1981
72972,2,8,1983
96877,1,2,1994
72418,1,10,1977
47371,1,10,1979
46004,2,7,1985
70968,2,9,1980
26166,1,4,1982
51637,1,12,1982
50275,2,11,1984
54991,2,11,1986
35513,1,5,1977
99997,1,4,1979
28530,2,4,1977
65229,2,7,1988
87611,2,10,1992
28682,2,7,1980
23746,1,1,1983
26308,1,8,1979
33602,2,8,1982
10128,1,2,1984
86633,2,4,1987
20993,1,7,1990
10828,1,10,1992
83454,1,2,1979
94038,2,4,1978
42688,1,2,1979
81068,1,3,1984
35437,1,5,1989
27280,2,6,1983
86505,1,1,1990
73114,1,9,1982
93211,2,1,1985
44147,1,8,1991
19822,1,11,1985
12638,1,11,1985
11558,1,6,1981
71840,2,1,1983
81084,1,2,1984
71344,2,8,1985
44457,2,8,1999
98654,2,7,1980
41499,2,11,1982
59777,2,10,1984
80140,1,5,1986
69518,2,7,1978
77698,2,11,1979
87416,2,4,1983
59948,1,6,1976
93250,2,9,1978
16469,2,11,1978
83202,2,8,1989
14285,2,7,1982
63066,2,7,1990
24445,1,7,1991
12588,1,6,1987
22093,2,11,1984
56497,2,2,1988
84984,1,1,1989
48132,1,7,1991
71131,1,3,1993
64231,1,3,1976
24092,1,12,1978
76592,1,7,1976
69981,1,12,1977
23670,2,3,1982
78478,1,11,1996
44865,1,11,1999
68239,2,5,2003
71416,2,5,2003
69461,2,1,1979
90760,1,6,1981
98612,2,10,1982
63684,1,4,1986
76245,1,6,1991
60769,2,5,1995
46622,2,5,1989
76746,1,9,1992
70107,2,8,1989
95508,2,3,1994
30962,1,5,1984
30361,2,11,1985
38627,1,7,1990
52826,1,6,1984
51905,2,7,1988
11940,2,8,1981
92630,2,8,1981
97880,1,12,1985
12181,2,10,1983
72678,2,2,1986
52480,2,12,1981
70340,2,9,1987
75593,1,6,1978
32701,1,1,1980
21655,1,4,1981
37051,2,3,1984
22423,2,2,1990
36655,2,5,1981
94838,1,9,1983
71182,1,5,1980
71225,1,7,1981
48345,2,6,1985
21240,2,1,1988
26530,2,6,1981
97128,1,3,1986
21861,2,6,1978
52874,2,3,1980
44371,2,3,1982
56160,1,7,1980
98336,2,12,1982
58302,1,8,1982
79486,1,11,1985
25860,1,1,1987
95965,1,11,1982
12980,2,9,1984
84599,2,10,1993
50910,2,10,1993
65422,1,3,1977
54057,2,8,1981
38777,2,4,1993
43762,2,10,1996
68418,2,6,1984
74852,1,9,1987
83339,2,1,1986
35545,2,8,1992
51495,2,5,1998
48192,2,5,1998
89130,2,8,1989
37330,2,7,1992
79495,2,6,1990
36963,1,4,1978
35632,2,2,1982
67362,1,10,1983
61909,1,7,1985
62018,2,2,1982
16349,2,10,1985
95600,2,11,1981
93282,1,5,1985
25777,1,9,1993
25237,2,7,1981
82724,2,8,1996
66973,1,4,1986
91059,1,1,1989
82573,2,9,1984
42031,1,5,1990
16460,2,9,2004
19963,1,9,1975
95463,2,5,1978
70113,2,5,1979
67662,2,7,1980
88843,1,8,1992
51453,1,8,1982
62301,1,11,1983
30204,2,3,1986
55201,1,9,1984
51906,2,5,1986
71240,1,12,1989
28155,2,9,1980
69629,2,12,1984
47340,2,4,1982
22520,1,7,2001
69066,1,1,1985
70429,1,11,1987
36445,1,5,1980
85245,1,3,1987
24008,2,10,1989
11031,2,9,1988
41486,1,2,1978
50953,1,5,1987
66499,1,9,1987
10964,2,4,2001
66423,1,12,2002
94636,1,2,1987
71532,2,1,1989
97709,2,2,1977
12799,1,6,1985
79066,1,3,1988
60241,2,5,1989
25586,2,12,1983
70176,1,5,1977
50050,1,5,1981
55256,2,8,1987
43629,1,2,1985
52981,2,6,1986
50836,2,4,1987
45029,1,5,1989
71745,1,8,1975
14190,1,1,1980
90210,1,8,1981
68055,1,8,1980
23258,1,6,1976
85831,2,7,1978
90144,2,1,1980
71665,1,8,1981
74985,2,4,1977
29643,2,8,1979
90310,1,9,1974
31549,1,12,1975
12466,1,1,1996
94745,2,11,1997
87799,2,3,1980
58183,1,10,1993
77511,1,1,1995
39155,1,1,1994
38720,2,7,1997
42435,1,2,1981
21358,2,8,1987
26577,2,3,1989
24443,1,11,1977
42515,1,2,1982
12531,1,11,1988
78309,2,12,1981
17578,1,11,1985
87216,1,5,1989
11051,2,11,1992
46434,1,8,1994
74993,2,4,1982
66691,2,10,1987
49686,2,12,1980
45072,1,8,1987
30082,1,7,1988
94783,2,7,1983
96558,1,4,1986
13073,1,9,1987
15784,1,8,1985
68476,1,2,1988
61619,1,12,1989
18117,1,8,1988
28702,2,10,1990
27233,1,5,1993
26679,1,4,1981
58764,1,5,1983
20599,1,9,1985
79861,2,7,1983
23615,1,12,1984
49522,2,4,1986
23812,1,10,1987
52424,1,8,1979
46062,2,5,1984
69846,1,7,1981
39725,2,10,1982
96714,1,5,1985
20753,2,3,1987
77208,2,7,1978
83224,2,8,1979
56841,1,9,1976
35719,2,8,1982
24683,2,8,1980
77522,1,4,1984
63334,2,4,1980
88051,2,8,1982
84828,1,7,1987
80155,2,2,1987
88913,1,2,1983
25077,1,4,1981
22607,1,4,1982
56112,2,9,1983
49563,2,8,1984
72230,2,5,1986
85848,1,9,1985
15927,1,8,1987
81864,1,6,1998
29847,2,9,1990
55426,2,6,1996
61211,2,11,1982
50707,1,9,1986
12261,1,6,1976
91565,1,2,1978
57297,1,8,1982
96918,2,2,1984
31936,2,12,1985
80395,2,7,1990
71921,1,1,2004
69842,2,4,1977
19144,2,12,1981
68579,2,4,1989
71768,2,6,1994
35136,1,6,1981
38531,2,10,1984
51970,1,12,1987
78481,2,2,1983
33366,1,4,1985
44113,2,8,1986
39333,2,8,1983
23997,2,5,1985
78381,1,4,1986
55745,1,6,1989
45736,2,2,1998
38842,1,11,1985
53356,2,8,1987
50353,1,1,1989
66484,2,2,1984
47114,2,4,1990
95667,1,10,1982
54877,2,9,1995
15712,2,4,1998
15737,2,6,1979
32567,1,5,1982
73911,1,9,1987
33141,1,8,1978
69677,2,12,1986
18497,1,7,1983
27909,1,11,1984
26327,1,10,1989
62966,2,1,1978
44357,2,3,1979
83176,1,12,1980
95719,2,10,1982
39496,2,9,1986
21800,2,3,1988
18481,1,3,1991
80006,1,9,1993
62106,1,10,1984
35473,1,8,1988
93920,1,9,1991
97714,1,7,1975
41292,2,7,1983
99595,2,7,1990
59219,2,6,1993
88863,2,4,1995
54187,1,4,1985
67529,2,11,1991
95868,1,8,1986
53462,2,5,1990
13225,1,10,1994
21673,2,5,1980
76338,1,10,1981
74278,1,5,1986
78744,1,3,1981
73585,2,1,1983
88075,2,6,1980
25038,1,1,1988
98904,1,1,1985
61603,2,11,1987
57980,2,9,1984
66494,1,10,1996
89753,2,9,1984
46320,1,12,1985
86455,2,9,1996
30166,1,7,1997
32565,2,2,2001
64814,2,2,1991
23374,2,8,1989
41046,1,3,1992
23126,1,9,1984
10358,1,5,1994
88965,1,4,2000
13631,2,8,1983
68649,1,4,1980
85233,1,4,1980
54781,2,10,1987
35439,2,11,1983
88604,2,5,1987
85849,2,7,1988
67105,2,8,1997
49575,1,5,1994
69460,1,7,1996
76046,1,7,1980
64396,1,11,1996
73613,1,8,1983
23290,1,2,1989
77557,1,4,1983
31947,1,3,1995
29916,2,1,1982
34902,1,6,1983
24332,2,7,1985
48377,1,1,1984
40852,2,4,1987
32965,2,12,1981
63438,1,3,1983
11676,2,4,1986
15881,2,7,1988
81585,2,6,1984
31093,2,10,1985
93513,1,7,1988
32274,1,11,1989
86412,2,11,1991
30966,1,11,1996
70698,1,6,1977
83408,2,2,1981
24478,2,7,1990
83698,1,2,1994
59972,1,3,1983
14913,2,8,1986
84446,2,10,1977
88511,1,3,1981
28963,2,11,1984
30385,1,12,1991
99344,2,2,1977
47720,1,11,1981
68122,1,5,1990
78912,2,2,1984
76947,1,7,1985
52668,1,9,1989
27619,1,5,2000
56467,2,6,1989
11485,1,7,1992
92689,2,1,1996
12535,1,1,1999
95366,2,6,1988
26354,1,8,1995
65990,1,4,1981
84004,2,1,1984
60676,1,6,1975
24274,1,7,1978
27128,2,10,1975
27687,2,4,1978
21771,2,7,1983
51173,1,7,1994
98135,2,8,1974
34929,2,7,1977
59454,1,5,1982
14994,2,4,1981
89277,2,9,1987
16825,1,12,1990
66562,1,2,1993
94656,1,4,1997
42622,1,8,1998
26293,1,8,1983
63648,2,4,1990
72145,2,8,1995
68095,2,11,1991
19083,2,9,1980
93402,2,10,1987
11191,2,4,1991
62015,1,4,2001
42356,1,5,1990
78047,1,2,1980
22660,1,2,1981
86820,2,9,1986
33051,1,12,1989
44693,2,3,1991
16647,2,10,1993
53529,2,5,1979
79233,1,7,1981
36477,1,9,1994
61014,2,3,1996
14636,2,8,1988
42027,2,2,1990
94161,1,8,1992
52977,2,1,1982
69654,1,4,1984
24674,1,11,1986
99516,1,11,1991
84869,2,3,2000
67854,2,5,1983
92938,2,6,1987
29476,2,10,1986
69029,1,8,1990
35271,1,1,1992
39280,2,6,1993
